,year,state,lbs_of_honey
877,1999,MICHIGAN,3475000
878,1999,MINNESOTA,3210000
879,1999,MISSISSIPPI,591000
880,1999,MISSOURI,437000
881,1999,MONTANA,2135000
882,1999,NEBRASKA,1965000
883,1999,NEVADA,271000
884,1999,NEW JERSEY,154000
885,1999,NEW MEXICO,476000
886,1999,NEW YORK,2077000
887,1999,NORTH CAROLINA,104000
888,1999,NORTH DAKOTA,8836000
889,1999,OHIO,784000
890,1999,OKLAHOMA,49000
891,1999,OREGON,2026000
892,1999,OTHER STATES,274000
893,1999,PENNSYLVANIA,790000
894,1999,SOUTH DAKOTA,13046000
895,1999,TENNESSEE,106000
896,1999,TEXAS,2799000
897,1999,UTAH,433000
898,1999,VERMONT,222000
899,1999,VIRGINIA,86000
900,1999,WASHINGTON,1170000
901,1999,WEST VIRGINIA,152000
902,1999,WISCONSIN,4560000
903,1999,WYOMING,746000
904,1998,US TOTAL,80907000
905,1998,ALABAMA,159000
906,1998,ARIZONA,1485000
907,1998,ARKANSAS,1688000
908,1998,CALIFORNIA,12326000
909,1998,COLORADO,1594000
910,1998,FLORIDA,4508000
911,1998,GEORGIA,307000
912,1998,HAWAII,66000
913,1998,IDAHO,2220000
914,1998,ILLINOIS,204000
915,1998,INDIANA,489000
916,1998,IOWA,2301000
917,1998,KANSAS,390000
918,1998,KENTUCKY,51000
919,1998,LOUISIANA,865000
920,1998,MAINE,117000
921,1998,MARYLAND,92000
922,1998,MICHIGAN,3672000
923,1998,MINNESOTA,2765000
924,1998,MISSISSIPPI,898000
925,1998,MISSOURI,455000
926,1998,MONTANA,5472000
927,1998,NEBRASKA,2240000
928,1998,NEVADA,175000
929,1998,NEW JERSEY,167000
930,1998,NEW MEXICO,470000
931,1998,NEW YORK,2444000
932,1998,NORTH CAROLINA,151000
933,1998,NORTH DAKOTA,8832000
934,1998,OHIO,702000
935,1998,OKLAHOMA,63000
936,1998,OREGON,1620000
937,1998,OTHER STATES,342000
938,1998,PENNSYLVANIA,789000
939,1998,SOUTH DAKOTA,10901000
940,1998,TENNESSEE,121000
941,1998,TEXAS,1612000
942,1998,UTAH,557000
943,1998,VERMONT,207000
944,1998,VIRGINIA,86000
945,1998,WASHINGTON,1361000
946,1998,WEST VIRGINIA,155000
947,1998,WISCONSIN,5264000
948,1998,WYOMING,524000
949,1997,US TOTAL,70696000
950,1997,ALABAMA,92000
951,1997,ARIZONA,1344000
952,1997,ARKANSAS,3468000
953,1997,CALIFORNIA,9450000
954,1997,COLORADO,982000
955,1997,FLORIDA,2734000
956,1997,GEORGIA,587000
957,1997,HAWAII,158000
958,1997,IDAHO,2304000
959,1997,ILLINOIS,222000
960,1997,INDIANA,352000
961,1997,IOWA,1765000
962,1997,KANSAS,688000
963,1997,KENTUCKY,54000
964,1997,LOUISIANA,759000
965,1997,MAINE,9000
966,1997,MARYLAND,65000
967,1997,MICHIGAN,3273000
968,1997,MINNESOTA,2011000
969,1997,MISSISSIPPI,777000
970,1997,MISSOURI,517000
971,1997,MONTANA,4237000
972,1997,NEBRASKA,2738000
973,1997,NEVADA,171000
974,1997,NEW JERSEY,201000
975,1997,NEW MEXICO,396000
976,1997,NEW YORK,2246000
977,1997,NORTH CAROLINA,139000
978,1997,NORTH DAKOTA,7350000
979,1997,OHIO,827000
980,1997,OKLAHOMA,97000
981,1997,OREGON,1537000
982,1997,OTHER STATES,206000
983,1997,PENNSYLVANIA,528000
984,1997,SOUTH DAKOTA,8736000
985,1997,TENNESSEE,148000
986,1997,TEXAS,3188000
987,1997,UTAH,699000
988,1997,VERMONT,249000
989,1997,VIRGINIA,157000
990,1997,WASHINGTON,1498000
991,1997,WEST VIRGINIA,280000
992,1997,WISCONSIN,2797000
993,1997,WYOMING,660000
994,1996,US TOTAL,47206000
995,1996,ALABAMA,96000
996,1996,ARIZONA,307000
997,1996,ARKANSAS,420000
998,1996,CALIFORNIA,4641000
999,1996,COLORADO,1132000
1000,1996,FLORIDA,2268000
1001,1996,GEORGIA,306000
1002,1996,HAWAII,62000
1003,1996,IDAHO,1535000
1004,1996,ILLINOIS,285000
1005,1996,INDIANA,412000
1006,1996,IOWA,836000
1007,1996,KANSAS,294000
1008,1996,KENTUCKY,23000
1009,1996,LOUISIANA,933000
1010,1996,MAINE,21000
1011,1996,MARYLAND,40000
1012,1996,MICHIGAN,4320000
1013,1996,MINNESOTA,1617000
1014,1996,MISSISSIPPI,299000
1015,1996,MISSOURI,326000
1016,1996,MONTANA,1825000
1017,1996,NEBRASKA,1755000
1018,1996,NEVADA,68000
1019,1996,NEW JERSEY,167000
1020,1996,NEW MEXICO,219000
1021,1996,NEW YORK,2557000
1022,1996,NORTH CAROLINA,53000
1023,1996,NORTH DAKOTA,4945000
1024,1996,OHIO,840000
1025,1996,OKLAHOMA,54000
1026,1996,OREGON,1071000
1027,1996,OTHER STATES,52000
1028,1996,PENNSYLVANIA,370000
1029,1996,SOUTH CAROLINA,81000
1030,1996,SOUTH DAKOTA,6751000
1031,1996,TENNESSEE,90000
1032,1996,TEXAS,1361000
1033,1996,UTAH,328000
1034,1996,VERMONT,93000
1035,1996,VIRGINIA,119000
1036,1996,WASHINGTON,1079000
1037,1996,WEST VIRGINIA,207000
1038,1996,WISCONSIN,2422000
1039,1996,WYOMING,526000
1040,1995,US TOTAL,42313000
1041,1995,ALABAMA,28000
1042,1995,ARIZONA,986000
1043,1995,ARKANSAS,990000
1044,1995,CALIFORNIA,4687000
1045,1995,COLORADO,1404000
1046,1995,FLORIDA,1780000
1047,1995,GEORGIA,260000
1048,1995,HAWAII,103000
1049,1995,IDAHO,1020000
1050,1995,ILLINOIS,212000
1051,1995,INDIANA,166000
1052,1995,IOWA,551000
1053,1995,KANSAS,182000
1054,1995,KENTUCKY,30000
1055,1995,LOUISIANA,317000
1056,1995,MAINE,223000
1057,1995,MARYLAND,81000
1058,1995,MICHIGAN,3570000
1059,1995,MINNESOTA,1218000
1060,1995,MISSISSIPPI,146000
1061,1995,MISSOURI,308000
1062,1995,MONTANA,1781000
1063,1995,NEBRASKA,1402000
1064,1995,NEVADA,38000
1065,1995,NEW JERSEY,71000
1066,1995,NEW MEXICO,247000
1067,1995,NEW YORK,2100000
1068,1995,NORTH CAROLINA,162000
1069,1995,NORTH DAKOTA,3802000
1070,1995,OHIO,930000
1071,1995,OKLAHOMA,112000
1072,1995,OREGON,2488000
1073,1995,OTHER STATES,106000
1074,1995,PENNSYLVANIA,376000
1075,1995,SOUTH CAROLINA,65000
1076,1995,SOUTH DAKOTA,4896000
1077,1995,TENNESSEE,87000
1078,1995,TEXAS,1959000
1079,1995,UTAH,232000
1080,1995,VERMONT,131000
1081,1995,VIRGINIA,97000
1082,1995,WASHINGTON,637000
1083,1995,WEST VIRGINIA,48000
1084,1995,WISCONSIN,2134000
1085,1995,WYOMING,150000
1086,1994,US TOTAL,59877000
1087,1994,ALABAMA,99000
1088,1994,ARIZONA,188000
1089,1994,ARKANSAS,898000
1090,1994,CALIFORNIA,6480000
1091,1994,COLORADO,1813000
1092,1994,FLORIDA,2898000
1093,1994,GEORGIA,958000
1094,1994,HAWAII,351000
1095,1994,IDAHO,1274000
1096,1994,ILLINOIS,468000
1097,1994,INDIANA,204000
1098,1994,IOWA,1030000
1099,1994,KANSAS,214000
1100,1994,KENTUCKY,57000
1101,1994,LOUISIANA,588000
1102,1994,MAINE,172000
1103,1994,MARYLAND,83000
1104,1994,MICHIGAN,3870000
1105,1994,MINNESOTA,2149000
1106,1994,MISSISSIPPI,352000
1107,1994,MISSOURI,270000
1108,1994,MONTANA,3624000
1109,1994,NEBRASKA,1465000
1110,1994,NEVADA,174000
1111,1994,NEW JERSEY,131000
1112,1994,NEW MEXICO,730000
1113,1994,NEW YORK,2451000
1114,1994,NORTH CAROLINA,266000
1115,1994,NORTH DAKOTA,7459000
1116,1994,OHIO,691000
1117,1994,OKLAHOMA,104000
1118,1994,OREGON,1008000
1119,1994,OTHER STATES,115000
1120,1994,PENNSYLVANIA,622000
1121,1994,SOUTH CAROLINA,150000
1122,1994,SOUTH DAKOTA,8580000
1123,1994,TENNESSEE,107000
1124,1994,TEXAS,2058000
1125,1994,UTAH,1218000
1126,1994,VERMONT,189000
1127,1994,VIRGINIA,109000
1128,1994,WASHINGTON,1265000
1129,1994,WEST VIRGINIA,414000
1130,1994,WISCONSIN,1864000
1131,1994,WYOMING,667000
1132,1993,US TOTAL,49046000
1133,1993,ALABAMA,103000
1134,1993,ARIZONA,932000
1135,1993,ARKANSAS,548000
1136,1993,CALIFORNIA,7200000
1137,1993,COLORADO,1161000
1138,1993,FLORIDA,2712000
1139,1993,GEORGIA,179000
1140,1993,HAWAII,1020000
1141,1993,IDAHO,1700000
1142,1993,ILLINOIS,252000
1143,1993,INDIANA,364000
1144,1993,IOWA,412000
1145,1993,KANSAS,891000
1146,1993,KENTUCKY,89000
1147,1993,LOUISIANA,1213000
1148,1993,MAINE,215000
1149,1993,MARYLAND,77000
1150,1993,MICHIGAN,2980000
1151,1993,MINNESOTA,2160000
1152,1993,MISSISSIPPI,114000
1153,1993,MISSOURI,298000
1154,1993,MONTANA,1583000
1155,1993,NEBRASKA,930000
1156,1993,NEVADA,328000
1157,1993,NEW JERSEY,142000
1158,1993,NEW MEXICO,541000
1159,1993,NEW YORK,1733000
1160,1993,NORTH CAROLINA,143000
1161,1993,NORTH DAKOTA,2772000
1162,1993,OHIO,990000
1163,1993,OKLAHOMA,169000
1164,1993,OREGON,994000
1165,1993,OTHER STATES,219000
1166,1993,PENNSYLVANIA,605000
1167,1993,SOUTH CAROLINA,129000
1168,1993,SOUTH DAKOTA,4322000
1169,1993,TENNESSEE,86000
1170,1993,TEXAS,2755000
1171,1993,UTAH,445000
1172,1993,VERMONT,216000
1173,1993,VIRGINIA,59000
1174,1993,WASHINGTON,513000
1175,1993,WEST VIRGINIA,259000
1176,1993,WISCONSIN,4100000
1177,1993,WYOMING,393000
1178,1992,US TOTAL,39061000
1179,1992,ALABAMA,113000
1180,1992,ARIZONA,1285000
1181,1992,ARKANSAS,410000
1182,1992,CALIFORNIA,4268000
1183,1992,COLORADO,847000
1184,1992,FLORIDA,2517000
1185,1992,GEORGIA,701000
1186,1992,HAWAII,460000
1187,1992,IDAHO,1308000
1188,1992,ILLINOIS,237000
1189,1992,INDIANA,186000
1190,1992,IOWA,766000
1191,1992,KANSAS,244000
1192,1992,KENTUCKY,54000
1193,1992,LOUISIANA,385000
1194,1992,MAINE,122000
1195,1992,MARYLAND,51000
1196,1992,MICHIGAN,2067000
1197,1992,MINNESOTA,3591000
1198,1992,MISSISSIPPI,163000
1199,1992,MISSOURI,347000
1200,1992,MONTANA,1818000
1201,1992,NEBRASKA,792000
1202,1992,NEVADA,341000
1203,1992,NEW JERSEY,48000
1204,1992,NEW MEXICO,502000
1205,1992,NEW YORK,1802000
1206,1992,NORTH CAROLINA,95000
1207,1992,NORTH DAKOTA,2184000
1208,1992,OHIO,206000
1209,1992,OKLAHOMA,80000
1210,1992,OREGON,841000
1211,1992,OTHER STATES,63000
1212,1992,PENNSYLVANIA,566000
1213,1992,SOUTH CAROLINA,99000
1214,1992,SOUTH DAKOTA,3264000
1215,1992,TENNESSEE,66000
1216,1992,TEXAS,1488000
1217,1992,UTAH,632000
1218,1992,VERMONT,200000
1219,1992,VIRGINIA,84000
1220,1992,WASHINGTON,1197000
1221,1992,WEST VIRGINIA,759000
1222,1992,WISCONSIN,1525000
1223,1992,WYOMING,287000
1224,1991,US TOTAL,36420000
1225,1991,ALABAMA,66000
1226,1991,ARIZONA,750000
1227,1991,ARKANSAS,557000
1228,1991,CALIFORNIA,3465000
1229,1991,COLORADO,514000
1230,1991,FLORIDA,1307000
1231,1991,GEORGIA,129000
1232,1991,HAWAII,328000
1233,1991,IDAHO,1739000
1234,1991,ILLINOIS,393000
1235,1991,INDIANA,368000
1236,1991,IOWA,909000
1237,1991,KANSAS,291000
1238,1991,KENTUCKY,88000
1239,1991,LOUISIANA,168000
1240,1991,MAINE,213000
1241,1991,MARYLAND,60000
1242,1991,MICHIGAN,2683000
1243,1991,MINNESOTA,2457000
1244,1991,MISSISSIPPI,71000
1245,1991,MISSOURI,528000
1246,1991,MONTANA,1187000
1247,1991,NEBRASKA,1302000
1248,1991,NEVADA,275000
1249,1991,NEW JERSEY,130000
1250,1991,NEW MEXICO,447000
1251,1991,NEW YORK,1337000
1252,1991,NORTH CAROLINA,167000
1253,1991,NORTH DAKOTA,3100000
1254,1991,OHIO,761000
1255,1991,OKLAHOMA,252000
1256,1991,OREGON,721000
1257,1991,OTHER STATES,103000
1258,1991,PENNSYLVANIA,594000
1259,1991,SOUTH CAROLINA,107000
1260,1991,SOUTH DAKOTA,4091000
1261,1991,TENNESSEE,106000
1262,1991,TEXAS,1201000
1263,1991,UTAH,199000
1264,1991,VERMONT,198000
1265,1991,VIRGINIA,58000
1266,1991,WASHINGTON,678000
1267,1991,WEST VIRGINIA,287000
1268,1991,WISCONSIN,1843000
1269,1991,WYOMING,192000
1270,1990,US TOTAL,31093000
1271,1990,ALABAMA,143000
1272,1990,ARIZONA,836000
1273,1990,ARKANSAS,423000
1274,1990,CALIFORNIA,2218000
1275,1990,COLORADO,845000
1276,1990,CONNECTICUT,47000
1277,1990,DELAWARE,3000
1278,1990,FLORIDA,1881000
1279,1990,GEORGIA,333000
1280,1990,HAWAII,314000
1281,1990,IDAHO,784000
1282,1990,ILLINOIS,543000
1283,1990,INDIANA,259000
1284,1990,IOWA,945000
1285,1990,KANSAS,241000
1286,1990,KENTUCKY,127000
1287,1990,LOUISIANA,169000
1288,1990,MAINE,77000
1289,1990,MARYLAND,33000
1290,1990,MASSACHUSETTS,43000
1291,1990,MICHIGAN,2560000
1292,1990,MINNESOTA,1384000
1293,1990,MISSISSIPPI,104000
1294,1990,MISSOURI,567000
1295,1990,MONTANA,1191000
1296,1990,NEBRASKA,1189000
1297,1990,NEVADA,296000
1298,1990,NEW HAMPSHIRE,19000
1299,1990,NEW JERSEY,107000
1300,1990,NEW MEXICO,453000
1301,1990,NEW YORK,1094000
1302,1990,NORTH CAROLINA,120000
1303,1990,NORTH DAKOTA,722000
1304,1990,OHIO,643000
1305,1990,OKLAHOMA,149000
1306,1990,OREGON,615000
1307,1990,PENNSYLVANIA,379000
1308,1990,RHODE ISLAND,9000
1309,1990,SOUTH CAROLINA,49000
1310,1990,SOUTH DAKOTA,3771000
1311,1990,TENNESSEE,138000
1312,1990,TEXAS,1501000
1313,1990,UTAH,539000
1314,1990,VERMONT,207000
1315,1990,VIRGINIA,207000
1316,1990,WASHINGTON,440000
1317,1990,WEST VIRGINIA,594000
1318,1990,WISCONSIN,1512000
1319,1990,WYOMING,274000
1320,1989,US TOTAL,33192000
1321,1989,ALABAMA,33000
1322,1989,ARIZONA,1158000
1323,1989,ARKANSAS,249000
1324,1989,CALIFORNIA,3162000
1325,1989,COLORADO,495000
1326,1989,CONNECTICUT,48000
1327,1989,DELAWARE,5000
1328,1989,FLORIDA,1050000
1329,1989,GEORGIA,125000
1330,1989,HAWAII,510000
1331,1989,IDAHO,1361000
1332,1989,ILLINOIS,452000
1333,1989,INDIANA,647000
1334,1989,IOWA,1448000
1335,1989,KANSAS,426000
1336,1989,KENTUCKY,132000
1337,1989,LOUISIANA,179000
1338,1989,MAINE,41000
1339,1989,MARYLAND,32000
1340,1989,MASSACHUSETTS,50000
1341,1989,MICHIGAN,1642000
1342,1989,MINNESOTA,3492000
1343,1989,MISSISSIPPI,79000
1344,1989,MISSOURI,696000
1345,1989,MONTANA,819000
1346,1989,NEBRASKA,1476000
1347,1989,NEVADA,162000
1348,1989,NEW HAMPSHIRE,11000
1349,1989,NEW JERSEY,265000
1350,1989,NEW MEXICO,253000
1351,1989,NEW YORK,1664000
1352,1989,NORTH CAROLINA,266000
1353,1989,NORTH DAKOTA,1215000
1354,1989,OHIO,413000
1355,1989,OKLAHOMA,164000
1356,1989,OREGON,418000
1357,1989,PENNSYLVANIA,560000
1358,1989,RHODE ISLAND,14000
1359,1989,SOUTH CAROLINA,74000
1360,1989,SOUTH DAKOTA,2072000
1361,1989,TENNESSEE,250000
1362,1989,TEXAS,1647000
1363,1989,UTAH,579000
1364,1989,VERMONT,102000
1365,1989,VIRGINIA,97000
1366,1989,WASHINGTON,579000
1367,1989,WEST VIRGINIA,732000
1368,1989,WISCONSIN,1598000
1369,1989,WYOMING,250000
1370,1988,US TOTAL,32685000
1371,1988,ALABAMA,247000
1372,1988,ARIZONA,706000
1373,1988,ARKANSAS,228000
1374,1988,CALIFORNIA,2160000
1375,1988,COLORADO,837000
1376,1988,CONNECTICUT,29000
1377,1988,DELAWARE,6000
1378,1988,FLORIDA,2385000
1379,1988,GEORGIA,283000
1380,1988,HAWAII,806000
1381,1988,IDAHO,1144000
1382,1988,ILLINOIS,638000
1383,1988,INDIANA,622000
1384,1988,IOWA,1580000
1385,1988,KANSAS,319000
1386,1988,KENTUCKY,202000
1387,1988,LOUISIANA,205000
1388,1988,MAINE,44000
1389,1988,MARYLAND,54000
1390,1988,MASSACHUSETTS,41000
1391,1988,MICHIGAN,1456000
1392,1988,MINNESOTA,2064000
1393,1988,MISSISSIPPI,28000
1394,1988,MISSOURI,1008000
1395,1988,MONTANA,151000
1396,1988,NEBRASKA,1410000
1397,1988,NEVADA,54000
1398,1988,NEW HAMPSHIRE,16000
1399,1988,NEW JERSEY,353000
1400,1988,NEW MEXICO,275000
1401,1988,NEW YORK,1109000
1402,1988,NORTH CAROLINA,155000
1403,1988,NORTH DAKOTA,1650000
1404,1988,OHIO,744000
1405,1988,OKLAHOMA,66000
1406,1988,OREGON,499000
1407,1988,PENNSYLVANIA,683000
1408,1988,RHODE ISLAND,15000
1409,1988,SOUTH CAROLINA,90000
1410,1988,SOUTH DAKOTA,2901000
1411,1988,TENNESSEE,462000
1412,1988,TEXAS,848000
1413,1988,UTAH,384000
1414,1988,VERMONT,164000
1415,1988,VIRGINIA,56000
1416,1988,WASHINGTON,306000
1417,1988,WEST VIRGINIA,630000
1418,1988,WISCONSIN,2323000
1419,1988,WYOMING,249000
1420,1987,US TOTAL,34090000
1421,1987,ALABAMA,242000
1422,1987,ARIZONA,338000
1423,1987,ARKANSAS,200000
1424,1987,CALIFORNIA,1782000
1425,1987,COLORADO,96000
1426,1987,CONNECTICUT,24000
1427,1987,DELAWARE,18000
1428,1987,FLORIDA,1327000
1429,1987,GEORGIA,502000
1430,1987,HAWAII,581000
1431,1987,IDAHO,1080000
1432,1987,ILLINOIS,777000
1433,1987,INDIANA,363000
1434,1987,IOWA,1314000
1435,1987,KANSAS,821000
1436,1987,KENTUCKY,147000
1437,1987,LOUISIANA,105000
1438,1987,MAINE,70000
1439,1987,MARYLAND,88000
1440,1987,MASSACHUSETTS,33000
1441,1987,MICHIGAN,1202000
1442,1987,MINNESOTA,1382000
1443,1987,MISSISSIPPI,80000
1444,1987,MISSOURI,156000
1445,1987,MONTANA,1066000
1446,1987,NEBRASKA,1980000
1447,1987,NEVADA,66000
1448,1987,NEW HAMPSHIRE,13000
1449,1987,NEW JERSEY,213000
1450,1987,NEW MEXICO,162000
1451,1987,NEW YORK,1188000
1452,1987,NORTH CAROLINA,173000
1453,1987,NORTH DAKOTA,3630000
1454,1987,OHIO,853000
1455,1987,OKLAHOMA,140000
1456,1987,OREGON,531000
1457,1987,PENNSYLVANIA,711000
1458,1987,RHODE ISLAND,10000
1459,1987,SOUTH CAROLINA,41000
1460,1987,SOUTH DAKOTA,5574000
1461,1987,TENNESSEE,732000
1462,1987,TEXAS,1598000
1463,1987,UTAH,336000
1464,1987,VERMONT,132000
1465,1987,VIRGINIA,120000
1466,1987,WASHINGTON,206000
1467,1987,WEST VIRGINIA,207000
1468,1987,WISCONSIN,1160000
1469,1987,WYOMING,520000
